"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus","abund_value","abund_unit","lng","lat","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments"
"199851","occ","","","20637","Mammuthus columbi","species","47873","","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","2018","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-122.099998","37.900002","US","California","Contra Costa","based on political unit","1","small collection","San Pablo Bay"
"199919","occ","","","20641","Mammuthus cf. columbi","species","47873","","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","2589","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-111.199997","40.900002","US","Utah","Summit","based on political unit","1","","5 mi N of Park City"
"361735","occ","13594","","34269","Mammuthus columbi","species","47873","","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","14678","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-80.397499","27.638332","US","Florida","Indian River","based on nearby landmark","seconds","small collection","Vero, on the Atlantic Coast, Florida."
"362969","occ","","","34382","Archidiskodon imperator","species","44255","subjective synonym of","Mammuthus columbi","species","46017","Middle Pleistocene","","0.781","0.126","9039","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-101.186203","42.118900","US","Nebraska","Cherry","stated in text","4","small collection","within small side canyon on N side of North Branch of Middle Loup River, Sec. 18, T25N, R33W, Cherry Co., Nebraska. About 12 miles NW of Mullen, NE."
"362970","occ","","","34382","Parelephas columbi","species","49983","recombined as","Mammuthus columbi","species","46017","Middle Pleistocene","","0.781","0.126","9039","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-101.186203","42.118900","US","Nebraska","Cherry","stated in text","4","small collection","within small side canyon on N side of North Branch of Middle Loup River, Sec. 18, T25N, R33W, Cherry Co., Nebraska. About 12 miles NW of Mullen, NE."
"458376","occ","","","45173","Elephas cf. columbi","species","46017","recombined as","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","11763","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","individuals","-103.333336","20.666668","MX","Jalisco","","based on nearby landmark","minutes","small collection","A skeleton of a giant mastodon was discovered some years ago in the valley of Zacualco, a score of miles south of Guadalajara. The lat long is for Guadalajara. (A search produced the town of Zacoalco, approximately 70 km south of Guadalajara, but nothing with the spelling given in the reference.)\nGeographic resolution set to small collection because there is just one skeleton (JA)."
"558981","occ","","","58089","Mammuthus cf. hayi","species","47876","","Mammuthus hayi","species","44254","Irvingtonian","","1.8","0.3","15601","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-80.811386","27.830278","US","Florida","Brevard","estimated from map","seconds","","SW1/4 of NE1/4 of of section 34, T30S, R35E, Keanansville SE USGS 7.5 minute topographic map"
"596658","occ","","","63217","Mammuthus jeffersoni","species","157594","misspelling of, subjective synonym of","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","18195","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-84.536667","43.763889","US","Michigan","Midland","estimated from map","seconds","","two miles east of Coleman in the extreme southwest corner of Sec. 22, T16N, R2W (Warren Twp.), Midland County."
"596682","occ","","","63218","Mammuthus jeffersoni","species","157594","misspelling of, subjective synonym of","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-85.326385","44.302776","US","Michigan","Ionia","estimated from map","seconds","","Sec. 18 T22N R8E"
"598149","occ","","","63386","Mammuthus jeffersoni","species","157594","misspelling of, subjective synonym of","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-86.310555","41.978611","US","Michigan","Berrien","estimated from map","seconds","","near Eu Claire, Berrien Township"
"598151","occ","","","63388","Mammuthus jeffersoni","species","157594","misspelling of, subjective synonym of","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-83.919167","42.963890","US","Michigan","Genesee","estimated from map","seconds","","near Lennon, Clayton Township"
"598166","occ","","","63389","Mammuthus jeffersoni","species","157594","misspelling of, subjective synonym of","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-83.068336","43.684166","US","Michigan","Huron","estimated from map","seconds","","near New Greenleaf, Sheridan Township"
"598167","occ","","","63390","Mammuthus jeffersoni","species","157594","misspelling of, subjective synonym of","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-84.269447","42.592777","US","Michigan","Ingham","estimated from map","seconds","","near Dansville, Ingham Township, Sec. 1, T2N, R1E"
"598178","occ","","","63391","Mammuthus jeffersoni","species","157594","misspelling of, subjective synonym of","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-84.121941","42.387501","US","Michigan","Jackson","estimated from map","seconds","","near Springport, Springport Township, Sec. 3, T1S, R3W"
"598179","occ","","","63392","Mammuthus jeffersoni","species","157594","misspelling of, subjective synonym of","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-84.186668","41.790279","US","Michigan","Lenawee","estimated from map","seconds","","Sec. 9, T8S, R2E"
"598196","occ","","","63394","Mammuthus primigenius","species","47880","","Mammuthus primigenius","species","46027","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-83.703056","42.553890","US","Michigan","Livingston","estimated from map","seconds","","near South Lyon, Brighton Township, T2N, R6E"
"598729","occ","","","63483","Mammuthus jeffersoni","species","157594","misspelling of, subjective synonym of","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-86.310837","42.207500","US","Michigan","Berrien","estimated from map","seconds","small collection","Watervliet Township, Sec. 17, T3S, R17W"
"610356","occ","","","65405","Mammuthus cf. columbi","species","47873","","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","18853","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-80.292503","32.559166","US","South Carolina","","estimated from map","seconds","",""
"649208","occ","","","70136","Mammuthus columbi","species","47873","","Mammuthus columbi","species","46017","Rancholabrean","","0.3","0.012","23553","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-98.633331","36.116669","US","Oklahoma","Blaine","stated in text","minutes","small collection","""on the shore of Canton Lake... T19N, R13W, sec. 18... at the base of a bank, 2 m high, that was eroded to a vertical face."""""
"666292","occ","","","37788","Mammuthus columbi","species","47873","","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","24248","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-100.666664","37.483334","US","Kansas","Meade","based on political unit","minutes","outcrop","""The specimen was taken on a tributary of Shorts Creek... known locally as Lone Tree Arroyo... located on the XI Ranch in T34S, R29W, Sec. 32"" (Rinker 1949)"
"683591","occ","","","73692","Mammuthus primigenius","species","47880","","Mammuthus primigenius","species","46027","Late Pleistocene","","0.126","0.0117","24706","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","individuals","-139.083328","69.583336","CA","Yukon","","estimated from map","minutes","","Herschel Island, southwestern part"
"689855","occ","","","74144","Mammuthus columbi","species","47873","","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","1316","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-100.683334","36.799999","US","Oklahoma","Beaver","stated in text","minutes","small collection","""NW1/4, S22, T4N, R22E... just within the boundary of the Beaver Creek State Wildlife Management Area, on the north side of the creek [Elm Creek], and just past a large protected prairie dog town"""
"690438","occ","","","74240","Elephas primigenius","species","46027","recombined as","Mammuthus primigenius","species","46027","Pleistocene","","2.588","0.0117","24936","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-83.133331","36.266666","US","Tennessee","Hamblen","based on nearby landmark","minutes","","coordinate based on Whitesburg"
"691167","occ","","","74471","Archidiskodon imperator","species","44255","subjective synonym of","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","24064","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-110.166664","30.333332","MX","Sonora","","based on nearby landmark","minutes","outcrop","""one mile east of Arizpe, 60 miles southeast of Cananea, Sonora"" (coordinate based on Arizpe)"
"691266","occ","","","74478","Mammuthus columbi","species","47873","","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","24985","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-111.250000","39.583332","US","Utah","Sanpete","stated in text","minutes","small collection","""SW1/4, NE1/4, SW1/4, Sec. 21, T14S, R6E... elevation 2,740 m, at Huntington Dam at the confluence of Spring and Lake Canyon Creeks in the upper reaches of Huntington Canyon"""
"698467","occ","","","75033","Elephas primigenius","species","46027","recombined as","Mammuthus primigenius","species","46027","Middle Pleistocene","","0.781","0.126","25309","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-117.566666","47.483334","US","Washington","Spokane","based on nearby landmark","minutes","small collection","""a mile southwest of Cheney... on a hillside"""
"698468","occ","","","75034","Elephas primigenius","species","46027","recombined as","Mammuthus primigenius","species","46027","Late Pleistocene","","0.126","0.0117","25310","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-87.699997","39.616669","US","Illinois","Edgar","based on nearby landmark","minutes","small collection","""about eight miles southwest of Paris"""
"698469","occ","","","75035","Elephas primigenius","species","46027","recombined as","Mammuthus primigenius","species","46027","Late Pleistocene","","0.126","0.0117","25311","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-111.733330","40.049999","US","Utah","Utah","based on nearby landmark","minutes","small collection","""gravel pits two and one half miles east of Payson"""
"698709","occ","","","75044","Elephas boreus","species","107980","subjective synonym of","Mammuthus primigenius","species","46027","Late Pleistocene","","0.126","0.0117","25314","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-83.616669","42.516666","US","Michigan","Oakland","based on nearby landmark","minutes","small collection","""about one and a half miles north of New Hudson"" (basis of coordinate)"
"740484","occ","","","79623","Mammuthus (Parelephas) columbi","species","119566","recombined as","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","26727","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-109.957222","31.343889","US","Arizona","Cochise","stated in text","seconds","small collection","""in an arroyo eroded by Greenbush Creek one mile northwest of Naco... R23E, T24S, S13, NE1/4... the bones were scattered over and area of approximately 7 meters east-west by 4 meters north-south"" (coordinate based on Greenbush Draw)"
"740497","occ","","","79626","Mammuthus (Parelephas) columbi","species","119566","recombined as","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","26730","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-107.866669","44.033333","US","Wyoming","Washakie","stated in text","minutes","small collection","""in the Bighorn Basin... a few kilometers east of the Bighorn River""; this coordinate places the locality on the Banjo Flats West or Neiber USGS topo map and therefore in Washakie County"
"768232","occ","","","82056","Elephas columbi","species","46017","recombined as","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","27182","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-87.303329","32.365555","US","Alabama","Dallas","estimated from map","seconds","","near Bogue Chitto"
"788257","occ","","","85137","Elephas columbi","species","46017","recombined as","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","28647","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-96.416664","30.566668","US","Texas","Brazos","based on nearby landmark","minutes","outcrop","edentates specimens are from two localities ""over a quarter mile"" apart near the Pitts Bridge ""on the Brazos County side of the [Brazos] river,"" which is ""about eight miles south and west of Bryan"" and therefore possibly the same as Jones Bridge (basis of coordinate), the only bridge now in this area"
"788258","occ","","","85137","Elephas imperator","species","46022","subjective synonym of","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","28647","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-96.416664","30.566668","US","Texas","Brazos","based on nearby landmark","minutes","outcrop","edentates specimens are from two localities ""over a quarter mile"" apart near the Pitts Bridge ""on the Brazos County side of the [Brazos] river,"" which is ""about eight miles south and west of Bryan"" and therefore possibly the same as Jones Bridge (basis of coordinate), the only bridge now in this area"
"799317","occ","","","86962","Mammuthus columbi","species","47873","","Mammuthus columbi","species","46017","Neogene","","23.03","2.588","12164","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-86.516640","11.786440","NI","","","estimated from map","5","","base of a sea cliff"
"799318","occ","","","86963","Mammuthus columbi","species","47873","","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","12164","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-85.902992","11.456660","NI","","","estimated from map","5","outcrop",""
"829677","occ","","","91527","Mammuthus columbi","species","47873","","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","30838","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-100.333336","36.983334","US","Oklahoma","Beaver","stated in text","minutes","small collection","""on the XI Ranch... in sec. 15, T.6 N., R. 25 E."" (Lunk 1952)"
"833490","occ","","","92494","Mammuthus columbi","species","47873","","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","31181","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-91.583336","34.783333","US","Arkansas","Prairie","based on nearby landmark","minutes","small collection","""Interstate Highway 40/State Highway 11 overpass about 2 mi northeast of Hazen"" (coordinate based on Hazen)\nthe ""remains were scattered over an area of at least 150 m2"""
"837685","occ","","","92951","Mammuthus exilis","species","47874","","Mammuthus exilis","species","46019","Late Pleistocene","","0.126","0.0117","31401","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-120.046669","34.034168","US","California","","estimated from map","seconds","","Santa Rosa Island"
"837738","occ","","","92955","Mammuthus primigenius","species","47880","","Mammuthus primigenius","species","46027","Holocene","","0.0117","0","31408","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-170.344727","57.177502","US","Alaska","St. Paul Island","estimated from map","seconds","","The cave is said to be in the ""central highlands"" of the island. Coordinates are approximate."
"838780","occ","","","93103","Elephas columbi","species","46017","recombined as","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","3185","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-96.707497","32.714722","US","Texas","Dallas","estimated from map","seconds","outcrop",""
"840124","occ","","","93182","Mammuthus columbi","species","47873","","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","31487","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-112.583336","44.633331","US","Montana","Beaverhead","based on nearby landmark","minutes","small collection","coordinate based on Lima"
"841165","occ","","","93246","Parelephas columbi","species","49983","recombined as","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","31522","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-103.199997","32.116669","US","New Mexico","Lea","based on nearby landmark","minutes","small collection","""south of Jal"" (basis of coordinate)"
"841223","occ","","","93251","Elephas columbi ?","species","46017","recombined as","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","31525","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-120.500000","43.333332","US","Oregon","Lake","stated in text","minutes","outcrop","""in south-central Oregon in longitude 120ยบ 30' West and latitude of 43ยบ 20' North"" (consistent with GNIS data)"
"841369","occ","","","93275","Mammuthus columbi","species","47873","","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","31540","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-110.116669","31.416668","US","Arizona","Cochise","stated in text","minutes","small collection","""T23S, R22E, Sec. 21, n1/2 nw1/4 nw1/4 nw1/4... 0.4 miles west of the present channel of the San Pedro River, on a small tributary entrenched by arroyo cutting... the area... was about 11 m. back into the bank and 17 m. along the face"""
"841751","occ","","","93333","Mammuthus columbi","species","47873","","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","31579","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-103.466667","43.433334","US","South Dakota","Fall River","based on nearby landmark","minutes","outcrop","within the town of Hot Springs (basis of coordinate)"
"841774","occ","","","93339","Mammuthus primigenius","species","47880","","Mammuthus primigenius","species","46027","Late Pleistocene","","0.126","0.0117","31581","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-151.000000","65.349998","US","Alaska","","based on nearby landmark","minutes","small collection","""along the Porcupine River in northeastern Alaska... in the Lower Rampart region"" apparently close to ""Rampart canyon... 25 m above a scoured late-Pleistocene coulee, and ca. 45 m above the base level of the Porcupine River"" (coordinate based on Rampart Gorge)"
"842403","occ","","","93502","Elephas columbi","species","46017","recombined as","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","31642","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-93.988052","43.559444","US","Minnesota","Faribault","estimated from map","seconds","","abutment of a bridge over a new dredge ditch that drains the area south of Blue Earth River, 8 miles SE of Blue Earth, 4 miles west of Frost"
"842404","occ","","","93504","Elephas columbi","species","46017","recombined as","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","31642","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-93.206390","43.758888","US","Minnesota","Freeborn","estimated from map","seconds","","coordinates are for Hollandale"
